"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","TYPE_3","ENGTYPE_3","NL_NAME_3","VARNAME_3"
171,154,"MMR","Myanmar",11,"Rakhine",37,"Thandwe",171,"Arakan (Sandoway)","Village|Township","Village|Township",NA,NA
172,154,"MMR","Myanmar",11,"Rakhine",37,"Thandwe",172,"Gwa","Village|Township","Village|Township",NA,NA
173,154,"MMR","Myanmar",11,"Rakhine",37,"Thandwe",173,"Taungup","Village|Township","Village|Township",NA,NA
174,154,"MMR","Myanmar",12,"Sagaing",38,"Hkamti",174,"Homalin","Village|Township","Village|Township",NA,NA
175,154,"MMR","Myanmar",12,"Sagaing",38,"Hkamti",175,"Khamti","Village|Township","Village|Township",NA,NA
176,154,"MMR","Myanmar",12,"Sagaing",38,"Hkamti",176,"Lahe","Village|Township","Village|Township",NA,NA
177,154,"MMR","Myanmar",12,"Sagaing",38,"Hkamti",177,"Lashe","Village|Township","Village|Township",NA,NA
178,154,"MMR","Myanmar",12,"Sagaing",38,"Hkamti",178,"Nanyun","Village|Township","Village|Township",NA,NA
179,154,"MMR","Myanmar",12,"Sagaing",39,"Kalemyo",179,"Kale","Village|Township","Village|Township",NA,NA
180,154,"MMR","Myanmar",12,"Sagaing",39,"Kalemyo",180,"Kalewa","Village|Township","Village|Township",NA,NA
181,154,"MMR","Myanmar",12,"Sagaing",39,"Kalemyo",181,"Mingin","Village|Township","Village|Township",NA,NA
182,154,"MMR","Myanmar",12,"Sagaing",40,"Katha",182,"Banmauk","Village|Township","Village|Township",NA,NA
183,154,"MMR","Myanmar",12,"Sagaing",40,"Katha",183,"Indaw","Village|Township","Village|Township",NA,NA
184,154,"MMR","Myanmar",12,"Sagaing",40,"Katha",184,"Katha","Village|Township","Village|Township",NA,NA
185,154,"MMR","Myanmar",12,"Sagaing",40,"Katha",185,"Kawlin","Village|Township","Village|Township",NA,NA
186,154,"MMR","Myanmar",12,"Sagaing",40,"Katha",186,"Pinlebu","Village|Township","Village|Township",NA,NA
187,154,"MMR","Myanmar",12,"Sagaing",40,"Katha",187,"Tigyaing","Village|Township","Village|Township",NA,NA
188,154,"MMR","Myanmar",12,"Sagaing",40,"Katha",188,"Wuntho","Village|Township","Village|Township",NA,NA
189,154,"MMR","Myanmar",12,"Sagaing",41,"Mawleik",189,"Mawlaik","Village|Township","Village|Township",NA,NA
190,154,"MMR","Myanmar",12,"Sagaing",41,"Mawleik",190,"Phaungbyin","Village|Township","Village|Township",NA,NA
191,154,"MMR","Myanmar",12,"Sagaing",42,"Monywa",191,"Ayadaw","Village|Township","Village|Township",NA,NA
192,154,"MMR","Myanmar",12,"Sagaing",42,"Monywa",192,"Budalin","Village|Township","Village|Township",NA,NA
193,154,"MMR","Myanmar",12,"Sagaing",42,"Monywa",193,"Chaung-U","Village|Township","Village|Township",NA,NA
194,154,"MMR","Myanmar",12,"Sagaing",42,"Monywa",194,"Kani","Village|Township","Village|Township",NA,NA
195,154,"MMR","Myanmar",12,"Sagaing",42,"Monywa",195,"Monywa","Village|Township","Village|Township",NA,NA
196,154,"MMR","Myanmar",12,"Sagaing",42,"Monywa",196,"Pale","Village|Township","Village|Township",NA,NA
197,154,"MMR","Myanmar",12,"Sagaing",42,"Monywa",197,"Salingyi","Village|Township","Village|Township",NA,NA
198,154,"MMR","Myanmar",12,"Sagaing",42,"Monywa",198,"Yinmabin","Village|Township","Village|Township",NA,NA
199,154,"MMR","Myanmar",12,"Sagaing",43,"Sagaing",199,"Myaung","Village|Township","Village|Township",NA,NA
200,154,"MMR","Myanmar",12,"Sagaing",43,"Sagaing",200,"Myinmu","Village|Township","Village|Township",NA,NA
201,154,"MMR","Myanmar",12,"Sagaing",43,"Sagaing",201,"Ngazun","Village|Township","Village|Township",NA,NA
202,154,"MMR","Myanmar",12,"Sagaing",43,"Sagaing",202,"Sagaing","Village|Township","Village|Township",NA,NA
203,154,"MMR","Myanmar",12,"Sagaing",44,"Shwebo",203,"Kanbalu","Village|Township","Village|Township",NA,NA
204,154,"MMR","Myanmar",12,"Sagaing",44,"Shwebo",204,"Khin-U","Village|Township","Village|Township",NA,NA
205,154,"MMR","Myanmar",12,"Sagaing",44,"Shwebo",205,"Kyunhla","Village|Township","Village|Township",NA,NA
206,154,"MMR","Myanmar",12,"Sagaing",44,"Shwebo",206,"Shwebo","Village|Township","Village|Township",NA,NA
207,154,"MMR","Myanmar",12,"Sagaing",44,"Shwebo",207,"Tabayin","Village|Township","Village|Township",NA,NA
208,154,"MMR","Myanmar",12,"Sagaing",44,"Shwebo",208,"Tantabin","Village|Township","Village|Township",NA,NA
209,154,"MMR","Myanmar",12,"Sagaing",44,"Shwebo",209,"Taze","Village|Township","Village|Township",NA,NA
210,154,"MMR","Myanmar",12,"Sagaing",44,"Shwebo",210,"Wetlet","Village|Township","Village|Township",NA,NA
211,154,"MMR","Myanmar",12,"Sagaing",44,"Shwebo",211,"Ye-U","Village|Township","Village|Township",NA,NA
212,154,"MMR","Myanmar",12,"Sagaing",45,"Tamu",212,"Tamu","Village|Township","Village|Township",NA,NA
213,154,"MMR","Myanmar",13,"Shan",46,"Kengtung",213,"Keng Tung","Village|Township","Village|Township",NA,"Kengtung"
214,154,"MMR","Myanmar",13,"Shan",46,"Kengtung",214,"Mong Yang","Village|Township","Village|Township",NA,NA
215,154,"MMR","Myanmar",13,"Shan",46,"Kengtung",215,"Mongkhak","Village|Township","Village|Township",NA,"Mong Khet"
216,154,"MMR","Myanmar",13,"Shan",47,"Kunlong",216,"Ho-Pang","Village|Township","Village|Township",NA,"Hopang"
217,154,"MMR","Myanmar",13,"Shan",47,"Kunlong",217,"Kunlong","Village|Township","Village|Township",NA,NA
218,154,"MMR","Myanmar",13,"Shan",48,"Kyaukme",218,"Hsipaw","Village|Township","Village|Township",NA,NA
219,154,"MMR","Myanmar",13,"Shan",48,"Kyaukme",219,"Kyaukme","Village|Township","Village|Township",NA,NA
220,154,"MMR","Myanmar",13,"Shan",48,"Kyaukme",220,"Mabein","Village|Township","Village|Township",NA,NA
221,154,"MMR","Myanmar",13,"Shan",48,"Kyaukme",221,"Mong Mit","Village|Township","Village|Township",NA,NA
222,154,"MMR","Myanmar",13,"Shan",48,"Kyaukme",222,"Namhsan","Village|Township","Village|Township",NA,NA
223,154,"MMR","Myanmar",13,"Shan",48,"Kyaukme",223,"Namtu","Village|Township","Village|Township",NA,NA
224,154,"MMR","Myanmar",13,"Shan",48,"Kyaukme",224,"Nawnghkio","Village|Township","Village|Township",NA,NA
225,154,"MMR","Myanmar",13,"Shan",49,"Lasho",225,"Hsenwi","Village|Township","Village|Township",NA,"Hseni"
226,154,"MMR","Myanmar",13,"Shan",49,"Lasho",226,"Lashio","Village|Township","Village|Township",NA,NA
227,154,"MMR","Myanmar",13,"Shan",49,"Lasho",227,"Man Hpang","Village|Township","Village|Township",NA,NA
228,154,"MMR","Myanmar",13,"Shan",49,"Lasho",228,"Mong Mao","Village|Township","Village|Township",NA,NA
